      Table 2. Recommended Rest Frequencies for Observed Interstellar Molecular Lines.                                              
                                                                                                                                    
_____________________________________________________________________________________________________________                       
                                                                                                                                    
  Frequency  Unc.  Formula    Quantum Numbers              Tr(K)  Source         Telescope    Astr.  Lab.                           
                                                          /Ta(K)                              Ref.   Ref.                           
_____________________________________________________________________________________________________________                       
                                                                                                                                    
   68972.154*( 4) SO2        6(1,5)-6(0,6)                 0.8   OriMC-1         NRAO    11m  Joh76                                 
  110652.72 *(45) HCOOCH3    9(6,3)-8(6,2) E               0.10  OriMC-1         FCRAO   14m  Gol83                                 
  110663.09 *(45) HCOOCH3    9(6,4)-8(6,3) E                b    OriMC-1         FCRAO   14m  Gol83                                 
  110663.193*(70) HCOOCH3    9(6,4)-8(6,3) A               0.23b OriMC-1         FCRAO   14m  Gol83                                 
  110663.387*(70) HCOOCH3    9(6,3)-8(6,2) A                b    OriMC-1         FCRAO   14m  Gol83                                 
  110680.35 *(10) CH3CN v8=1 6(3)-5(3) l=-1                0.05b OriMC-1         FCRAO   14m  Gol83                                 
  110683.96 *(10) CH3CN v8=1 6(5)-5(5) l=1                  b    OriMC-1         FCRAO   14m  Gol83                                 
  110695.506*(10) CH3CN v8=1 6(2)-5(2) l=-1                0.05b OriMC-1         FCRAO   14m  Gol83                                 
  110698.701*(10) CH3CN v8=1 6(4)-5(4) l=1                  b    OriMC-1         FCRAO   14m  Gol83                                 
  110706.251*(60) CH3CN v8=1 6(1)-5(1) l=-/+1               b    OriMC-1         FCRAO   14m  Gol83                                 
  110709.313*(11) CH3CN v8=1 6(3)-5(3) l=+1                0.05b OriMC-1         FCRAO   14m  Gol83                                 
  110712.166*(11) CH3CN v8=1 6(0)-5(0) l=1                  b    OriMC-1         FCRAO   14m  Gol83                                 
  110716.272*(17) CH3CN v8=1 6(2)-5(2) l=+/-1               b    OriMC-1         FCRAO   14m  Gol83                                 
U 110770.5        unidentified                             0.04  OriMC-1         FCRAO   14m  Gol83                                 
  110788.72 *(58) HCOOCH3    10(1,10)-9(1,9) E             0.23b OriMC-1         FCRAO   14m  Gol83                                 
  110790.456*(99) HCOOCH3    10(1,10)-9(1,9) A              b    OriMC-1         FCRAO   14m  Gol83                                 
  110823.095*(60) CH3CN v8=1 6(1)-5(1) l=+/-1              0.05  OriMC-1         FCRAO   14m  Gol83                                 
  110839.988*(18) CH2CHCN    12(1,12)-11(1,11)             0.06  OriMC-1         FCRAO   14m  Gol83                                 
  110873.81 *(43) HCOOCH3    9(5,4)-8(5,3) E               0.06b Sgr B2          BTL      7m  Cum85                                 
  110879.79 *(41) HCOOCH3    9(3,7)-8(3,6) E                b    Sgr B2          BTL      7m  Cum85                                 
  110880.40 *( 7) HCOOCH3    9(5,5)-8(5,4) A                b    Sgr B2          BTL      7m  Cum85                                 
  110882.93 *(42) HCOOCH3    9(5,5)-8(5,4) E                b    Sgr B2          BTL      7m  Cum85                                 
  110887.04 *( 7) HCOOCH3    9(3,7)-8(3,6) A                b    Sgr B2          BTL      7m  Cum85                                 
  110890.20 *( 7) HCOOCH3    9(5,4)-9(5,3) A                b    Sgr B2          BTL      7m  Cum85                                 
  111746.78 *( 1) HCOOH?     5(0,5)-4(0,4)                 0.10  Sgr B2          BTL      7m  Cum85                                 
  111783.26 *( 3) CH3OCH3    7(0,7)-6(1,6) EE              0.12  Sgr B2          BTL      7m  Cum85                                 
U 111827.6   ( 8) unidentified                             0.13  Sgr B2          BTL      7m  Cum85                                 
  112248.72  (16) CH3CHO     6(1,6)-5(1,5) A              ~0.2   Sgr B2          NRAO    11m  Gil76  Gil76                          
  112254.48  (16) CH3CHO     6(1,6)-5(1,5) E              ~0.2   Sgr B2          NRAO    11m  Gil76  Gil76                          
  112358.780 (15) C17O       1-0 F=3/2-5/2                 0.20  B335            BTL      7m  Fre81  Fre81                          
  112358.988 ( 8) C17O       1-0 F=7/2-5/2                 0.43  B335            BTL      7m  Fre81  Fre81                          
  112360.005 ( 8) C17O       1-0 F=5/2-5/2                 0.38  B335            BTL      7m  Fre81  Fre81                          
  112459.61 *( 1) HCOOH      5(3,3)-4(3,2)                 0.09b Sgr B2          BTL      7m  Cum85                                 
  112467.00 *( 1) HCOOH      5(3,2)-4(3,1)                  b    Sgr B2          BTL      7m  Cum85                                 
  112646.236*(15) CH3CH2CN   13(1,13)-12(1,12)             0.10  Sgr B2          BTL      7m  Cum85                                 
  112807.100*(11) CH3CH2OH   2(2,1)-1(1,0) A+E             0.12  Sgr B2          NRAO    11m  Kut80                                 
  112840.655*(18) CH2CHCN    12(0,12)-11(0,11)             0.06  Sgr B2          NRAO    11m  Kut80                                 
  112891.43 *(11) HCOOH      5(2,3)-4(2,2) n,t             0.06  Sgr B2          NRAO    11m  Kut80                                 
  113144.192 ( 9) CN         1-0 J=1/2-1/2 F=1/2-3/2       1.14  OriMC-1         NRAO    11m  Tur75  Dix77                          
  113170.528 (20) CN         1-0 J=1/2-1/2 F=3/2-1/2       0.97  OriMC-1         NRAO    11m  Tur75  Dix77                          
  113191.317 (40) CN         1-0 J=1/2-1/2 F=3/2-3/2       1.38  OriMC-1         NRAO    11m  Tur75  Dix77                          
  113488.140 ( 5) CN         1-0 J=3/2-1/2 F=3/2-1/2       1.04  OriMC-1         NRAO    11m  Pen74  Dix77                          
  113490.982 ( 3) CN         1-0 J=3/2-1/2 F=5/2-3/2       3.23  OriMC-1         NRAO    11m  Jef70  Dix77                          
  113499.639 ( 5) CN         1-0 J=3/2-1/2 F=1/2-1/2       0.79  OriMC-1         NRAO    11m  Jef70  Dix77                          
  113508.944 (13) CN         1-0 J=3/2-1/2 F=3/2-3/2       0.94  OriMC-1         NRAO    11m  Tur75  Dix77                          
  113520.414*(10) CN         1-0 J=3/2-1/2 F=1/2-3/2      ~0.2   OriMC-1         NRAO    11m  All78                                 
  113978.251*(15) CH3CH2CN   13(0,13)-12(0,12)             0.12  OriMC-1         NRAO    11m  Joh77                                 
  114182.51 *( 2) C4H        12-11 J=25/2-23/2             0.23  IRC+10216       NRAO    11m  Sco78  Got83                          
  114221.04 *( 2) C4H        12-11 J=23/2-21/2             0.40  IRC+10216       NRAO    11m  Sco78  Got83                          
  114485.040*( 5) HC5N?      43-42                         0.11  Sgr B2          BTL      7m  Cum85                                 
  114615.021*(11) H13CCCN    13-12                         0.13b Sgr B2          BTL      7m  Cum85                                 
  114621.577*(16) CH2CHCN    12(2,10)-11(2,9)               b    Sgr B2          BTL      7m  Cum85                                 
  114939.90  (20) CH3CHO     6(0,6)-5(0,5) E               0.15  Sgr B2          BTL      7m  Cum85  Bau76                          
  114959.65  (10) CH3CHO     6(0,6)-5(0,5) A               0.38  Sgr B2          BTL      7m  Cum85  Bau76                          
  115153.835 (80) NS         2P1/2 J=5/2-3/2 F=7/2-5/2c   ~0.3b  Sgr B2          MMWO   4.9m  Got75  Lov82a                         
  115156.799 (80) NS         2P1/2 J=5/2-3/2 F=5/2-3/2c     b    Sgr B2          MMWO   4.9m  Got75  Lov82a                         
  115185.33 *( 8) NS         J=5/2-3/2 F=3/2-3/2           0.26  Sgr B2          BTL      7m  Cum85                                 
  115271.204 ( 5) CO         1-0                          60.0   OriMC-1         NRAO    11m  Uli76  Ros58                          
  115383.    ( 1) SiC2       5(0,5)-4(0,4)                 0.22  IRC+10216       NRAO    11m  Kui77  Tha84                          
  115556.312 (60) NS         2P1/2 J=5/2-3/2 F=7/2-5/2d    0.24  Sgr B2          NRAO    11m  Got75  Lov82a                         
  115570.762 (50) NS         2P1/2 J=5/2-3/2 F=5/2-3/2d    0.28b Sgr B2          NRAO    11m  Got75  Lov82a                         
  115571.93  ( 6) NS         2P1/2 J=5/2-3/2 F=3/2-1/2d     b    Sgr B2          NRAO    11m  Got75  Lov82a                         
  115894.368*(14) CH3CH2CN   12(2,12)-12(2,11)             0.09  OriMC-1         NRAO    11m  Joh77                                 
